datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2026-04-01,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0
2026-04-02,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.010418057
2026-04-03,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.00851208
2026-04-07,2961467.917315674,-0.01239236653645827,2709966.1499023438,0.9033220499674479,1354.9830749511718,0.0004516610249837239,2672789.0502929688,288678.86702270526,-3.8921833e-05
2026-04-08,3007869.7117492678,0.015668511606113614,2709966.1499023438,0.0,1354.9830749511718,0.0,2719190.8447265625,288678.86702270526,0.034891486
2026-04-09,2999461.8870422365,-0.0027952755646924498,2709966.1499023438,0.0,1354.9830749511718,0.0,2710783.0200195312,288678.86702270526,-0.006382823
2026-04-10,2987341.501300049,-0.004040853392586158,2709966.1499023438,0.0,1354.9830749511718,0.0,2698662.6342773438,288678.86702270526,0.01540482
2026-04-13,2967436.326794434,-0.006639563486817844,2851028.0517578125,0.04721987820745656,1425.5140258789063,2.360993910372831e-05,2819889.892578125,147546.4342163088,0.002068162
2026-04-14,2974450.486950684,0.0023637104166029503,2851028.0517578125,0.0,1425.5140258789063,0.0,2826904.052734375,147546.4342163088,0.011865497
2026-04-15,3014698.045544434,0.01353109045530308,2851028.0517578125,0.0,1425.5140258789063,0.0,2867151.611328125,147546.4342163088,-0.0034112334
2026-04-16,3005593.553356934,-0.003020034527489731,2851028.0517578125,0.0,1425.5140258789063,0.0,2858047.119140625,147546.4342163088,0.010962367
2026-04-17,2896964.158825684,-0.03614241001080213,2851028.0517578125,0.0,1425.5140258789063,0.0,2749417.724609375,147546.4342163088,-0.0016755462
2026-04-20,2884568.522595215,-0.0028595229670473326,5592161.8408203125,0.9462090791532777,5537.214709472656,0.0014193136187299164,0.0,2884568.522595215,0.006084323
2026-04-21,2884568.522595215,0.0,5592161.8408203125,0.0,5537.214709472656,0.0,0.0,2884568.522595215,0.0022187233
2026-04-22,2884568.522595215,0.0,5592161.8408203125,0.0,5537.214709472656,0.0,0.0,2884568.522595215,0.0066337585
2026-04-23,2884568.522595215,0.0,5592161.8408203125,0.0,5537.214709472656,0.0,0.0,2884568.522595215,-0.00277102
2026-04-24,2884568.522595215,0.0,5592161.8408203125,0.0,5537.214709472656,0.0,0.0,2884568.522595215,-0.0035431385
